Recipient Company,Parent Company,Award Date,Award Type,Grant Amount,Face Loan Amount,Awarding Agency,Program Name,Award Details,Data Source for Award,Facility Name,Facility State,Facility City,Facility Street Address,Facility Zip Code,Facility Congressional District,Facility NAICS Code,PPP Lender,Jobs Retained,Notes,Ownership Structure,Stock Ticker Symbol,Parent Headquarters State,Parent Headquarters Country,Parent Sector,Parent Industry,Parent Total Workforce at end of 2019,Parent Latest Workforce Size,Parent Employment-related Penalties Since 2010,Parent Federal Corporate Income Tax Rate,"Parent Total Federal, State, and Local Subsidies Since 2010",Parent Government-contracting-related Penalties Since 2010,Parent Environmental / Healthcare / Safety Penalties Since 2010,Parent Consumer Protection / Financial / Competition-related Penaties Since 2010,Parent Ratio of CEO Pay to that of Median Worker,CEO Pay,Median Worker Pay,Parent TARP Loans Received During Financial Crisis,Employment Issues,Tax/Subsidy Issues,Government Contracting Issues,Environment/Safety Issues,Consumer Protection Issues,CEO Compensation Issues,POGO Link,Just Capital Link,Follow The Money Link,Violation Tracker Link,Subsidy Tracker Link
COSTCO WHOLESALE CORP,Costco,20200710,loan,$0 ,"$3,115,008 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,COST,Washington,USA,retailing,retail,"254,000",0,"$28,563,959 ",,$0 ,$0 ,"$18,160,019 ","$4,105,000 ",169 to 1,"$8,016,200 ","$47,312 ",$0 ,yes,no,no,yes,yes,yes,,,,costco,costco
CROWN CASTLE INTL CORP,Crown Castle International,20200710,loan,$0 ,"$2,270,483 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CCI,Texas,USA,telecommunications,telecommunications,"5,100",0,$0 ,,$0 ,$0 ,$0 ,$0 ,102 to 1,"$12,620,843 ","$123,187 ",$0 ,no,no,no,no,no,yes,,,,,crown-castle-international
CSX CORP,CSX,20200710,loan,$0 ,"$3,344,173 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CSX,Florida,USA,railroads,railroads,"21,000",0,"$5,314,223 ",,$0 ,$0 ,"$10,058,099 ",$0 ,144 to 1,"$15,527,533 ","$107,632 ",$0 ,yes,no,no,yes,no,yes,,,,csx,csx
CVS HEALTH CORP,CVS Health,20200710,loan,$0 ,"$3,253,577 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CVS,Rhode Island,USA,retailing,retail-pharmacies,"290,000",0,"$86,111,054 ",21%,"$175,184,055 ","$247,864,230 ","$295,571,215 ","$72,744,151 ",790 to 1,"$36,466,470 ","$46,140 ",$0 ,yes,yes,yes,yes,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=741,cvs-health,cvs-health
CVS HEALTH CORP,CVS Health,20200710,loan,$0 ,"$3,092,658 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CVS,Rhode Island,USA,retailing,retail-pharmacies,"290,000",0,"$86,111,054 ",21%,"$175,184,055 ","$247,864,230 ","$295,571,215 ","$72,744,151 ",790 to 1,"$36,466,470 ","$46,140 ",$0 ,yes,yes,yes,yes,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=741,cvs-health,cvs-health
CVS HEALTH CORP,CVS Health,20200710,loan,$0 ,"$1,085,521 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CVS,Rhode Island,USA,retailing,retail-pharmacies,"290,000",0,"$86,111,054 ",21%,"$175,184,055 ","$247,864,230 ","$295,571,215 ","$72,744,151 ",790 to 1,"$36,466,470 ","$46,140 ",$0 ,yes,yes,yes,yes,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=741,cvs-health,cvs-health
CVS HEALTH CORP,CVS Health,20200710,loan,$0 ,"$5,078,054 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CVS,Rhode Island,USA,retailing,retail-pharmacies,"290,000",0,"$86,111,054 ",21%,"$175,184,055 ","$247,864,230 ","$295,571,215 ","$72,744,151 ",790 to 1,"$36,466,470 ","$46,140 ",$0 ,yes,yes,yes,yes,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=741,cvs-health,cvs-health
DAIMLER FINANCE NA LLC,Daimler,20200710,loan,$0 ,"$3,110,393 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,,,Germany,motor vehicles,motor vehicles,"298,655",0,"$480,240,000 ",,$0 ,$0 ,"$79,907,580 ","$185,000,000 ",,"$5,779,047 ",$0 ,$0 ,yes,no,no,yes,yes,yes,,,,daimler,daimler
DAIMLER FINANCE NA LLC,Daimler,20200710,loan,$0 ,"$5,076,167 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,,,Germany,motor vehicles,motor vehicles,"298,655",0,"$480,240,000 ",,$0 ,$0 ,"$79,907,580 ","$185,000,000 ",,"$5,779,047 ",$0 ,$0 ,yes,no,no,yes,yes,yes,,,,daimler,daimler
DAIMLER FINANCE NA LLC,Daimler,20200710,loan,$0 ,"$5,089,428 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,,,Germany,motor vehicles,motor vehicles,"298,655",0,"$480,240,000 ",,$0 ,$0 ,"$79,907,580 ","$185,000,000 ",,"$5,779,047 ",$0 ,$0 ,yes,no,no,yes,yes,yes,,,,daimler,daimler
DAIMLER FINANCE NA LLC,Daimler,20200710,loan,$0 ,"$3,121,515 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,,,Germany,motor vehicles,motor vehicles,"298,655",0,"$480,240,000 ",,$0 ,$0 ,"$79,907,580 ","$185,000,000 ",,"$5,779,047 ",$0 ,$0 ,yes,no,no,yes,yes,yes,,,,daimler,daimler
DAIMLER FINANCE NA LLC,Daimler,20200710,loan,$0 ,"$3,049,988 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,,,Germany,motor vehicles,motor vehicles,"298,655",0,"$480,240,000 ",,$0 ,$0 ,"$79,907,580 ","$185,000,000 ",,"$5,779,047 ",$0 ,$0 ,yes,no,no,yes,yes,yes,,,,daimler,daimler
DAIMLER FINANCE NA LLC,Daimler,20200710,loan,$0 ,"$2,032,793 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,,,Germany,motor vehicles,motor vehicles,"298,655",0,"$480,240,000 ",,$0 ,$0 ,"$79,907,580 ","$185,000,000 ",,"$5,779,047 ",$0 ,$0 ,yes,no,no,yes,yes,yes,,,,daimler,daimler
DAIMLER FINANCE NA LLC,Daimler,20200710,loan,$0 ,"$2,048,788 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,,,Germany,motor vehicles,motor vehicles,"298,655",0,"$480,240,000 ",,$0 ,$0 ,"$79,907,580 ","$185,000,000 ",,"$5,779,047 ",$0 ,$0 ,yes,no,no,yes,yes,yes,,,,daimler,daimler
DELTA AIR LINES INC,Delta Air Lines,20200710,loan,$0 ,"$2,930,362 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,DAL,Georgia,USA,airlines,airlines,"91,000",0,"$13,971,443 ",-3.70%,"$4,451,911 ",$0 ,"$2,591,065 ","$42,720,000 ",184 to 1,"$14,982,448 ","$81,355 ",$0 ,yes,yes,no,yes,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=3464,delta-air-lines,delta-air-lines
DIAGEO INVESTMENT CORP,Diageo,20200710,loan,$0 ,"$4,188,735 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,DEO,,United Kingdom,beverages,beverages,"28,420",0,$0 ,,$0 ,$0 ,"$138,550 ","$22,023,820 ",199 to 1,"$15,160,210 ","$76,084 ",$0 ,no,no,no,no,yes,yes,,,,diageo,diageo
DISCOVERY COMMUNICATIONS,Discovery Inc.,20200710,loan,$0 ,"$1,060,675 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,DISCA,Maryland,USA,media,media,"9,200",0,$0 ,,$0 ,$0 ,"$8,820 ","$68,000 ",578 to 1,"$45,843,912 ","$79,343 ",$0 ,no,no,no,no,no,yes,,,,discovery-inc,discovery-inc
DOLLAR TREE INC,Dollar Tree,20200710,loan,$0 ,"$3,249,068 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,DLTR,Virginia,USA,retailing,retail-discount stores,"193,100",0,"$67,214,812 ",,$0 ,$0 ,"$17,947,305 ","$107,500 ",690 to 1,"$10,604,621 ","$15,375 ",$0 ,yes,no,no,yes,no,yes,,,,dollar-tree,dollar-tree
DOMINION ENERGY GAS HLDG,Dominion Energy,20200710,loan,$0 ,"$3,182,155 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,D,Virginia,USA,utilities and power generation,utilities,"19,100",0,"$3,842,833 ",,"$554,554,537 ","$2,219,974 ","$29,566,748 ","$14,000,000 ",119 to 1,"$17,257,035 ","$145,136 ",$0 ,yes,yes,yes,yes,yes,yes,,,https://www.followthemoney.org/entity-details?eid=3479,dominion-energy,dominion-energy
DOMINION ENERGY INC,Dominion Energy,20200710,loan,$0 ,"$2,044,773 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,D,Virginia,USA,utilities and power generation,utilities,"19,100",0,"$3,842,833 ",,"$554,554,537 ","$2,219,974 ","$29,566,748 ","$14,000,000 ",119 to 1,"$17,257,035 ","$145,136 ",$0 ,yes,yes,yes,yes,yes,yes,,,https://www.followthemoney.org/entity-details?eid=3479,dominion-energy,dominion-energy
DOW CHEMICAL CO/THE,Dow Inc.,20200710,loan,$0 ,"$4,333,900 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,DOW,Michigan,USA,chemicals,materials sciences,"36,500",0,$0 ,,$0 ,"$479,000 ","$110,763,820 ","$1,750,000 ",145 to 1,"$14,125,020 ","$109,556 ",$0 ,no,no,no,yes,yes,yes,,,,dow-inc,
DOW CHEMICAL CO/THE,Dow Inc.,20200710,loan,$0 ,"$2,169,951 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,DOW,Michigan,USA,chemicals,materials sciences,"36,500",0,$0 ,,$0 ,"$479,000 ","$110,763,820 ","$1,750,000 ",145 to 1,"$14,125,020 ","$109,556 ",$0 ,no,no,no,yes,yes,yes,,,,dow-inc,
DOW CHEMICAL CO/THE,Dow Inc.,20200710,loan,$0 ,"$3,205,133 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,DOW,Michigan,USA,chemicals,materials sciences,"36,500",0,$0 ,,$0 ,"$479,000 ","$110,763,820 ","$1,750,000 ",145 to 1,"$14,125,020 ","$109,556 ",$0 ,no,no,no,yes,yes,yes,,,,dow-inc,
DUKE ENERGY CAROLINAS,Duke Energy,20200710,loan,$0 ,"$2,055,467 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,DUK,North Carolina,USA,utilities and power generation,utilities,"28,793",0,"$30,000,000 ",-21.40%,"$965,664,026 ",$0 ,"$115,296,752 ","$4,605,000 ",122 to 1,"$15,029,386 ","$123,608 ",$0 ,yes,yes,no,yes,yes,yes,,,https://www.followthemoney.org/entity-details?eid=856,duke-energy,duke-energy
DUKE ENERGY CAROLINAS,Duke Energy,20200710,loan,$0 ,"$3,175,417 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,DUK,North Carolina,USA,utilities and power generation,utilities,"28,793",0,"$30,000,000 ",-21.40%,"$965,664,026 ",$0 ,"$115,296,752 ","$4,605,000 ",122 to 1,"$15,029,386 ","$123,608 ",$0 ,yes,yes,no,yes,yes,yes,,,https://www.followthemoney.org/entity-details?eid=856,duke-energy,duke-energy
DUKE ENERGY CAROLINAS,Duke Energy,20200710,loan,$0 ,"$2,119,715 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,DUK,North Carolina,USA,utilities and power generation,utilities,"28,793",0,"$30,000,000 ",-21.40%,"$965,664,026 ",$0 ,"$115,296,752 ","$4,605,000 ",122 to 1,"$15,029,386 ","$123,608 ",$0 ,yes,yes,no,yes,yes,yes,,,https://www.followthemoney.org/entity-details?eid=856,duke-energy,duke-energy
DUKE ENERGY CORP,Duke Energy,20200710,loan,$0 ,"$2,095,233 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,DUK,North Carolina,USA,utilities and power generation,utilities,"28,793",0,"$30,000,000 ",-21.40%,"$965,664,026 ",$0 ,"$115,296,752 ","$4,605,000 ",122 to 1,"$15,029,386 ","$123,608 ",$0 ,yes,yes,no,yes,yes,yes,,,https://www.followthemoney.org/entity-details?eid=856,duke-energy,duke-energy
DUKE ENERGY CORP,Duke Energy,20200710,loan,$0 ,"$3,313,528 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,DUK,North Carolina,USA,utilities and power generation,utilities,"28,793",0,"$30,000,000 ",-21.40%,"$965,664,026 ",$0 ,"$115,296,752 ","$4,605,000 ",122 to 1,"$15,029,386 ","$123,608 ",$0 ,yes,yes,no,yes,yes,yes,,,https://www.followthemoney.org/entity-details?eid=856,duke-energy,duke-energy
DUPONT DE NEMOURS INC,DuPont de Nemours,20200710,loan,$0 ,"$3,308,917 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,DD,Delaware,USA,chemicals,specialty materials,"35,000",0,"$2,985,000 ",,"$223,624,865 ",$0 ,"$18,373,998 ","$10,000 ",135 to 1,"$11,660,634 ","$86,294 ",$0 ,yes,yes,no,yes,no,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,dupont-de-nemours,
DUPONT DE NEMOURS INC,DuPont de Nemours,20200710,loan,$0 ,"$2,045,929 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,DD,Delaware,USA,chemicals,specialty materials,"35,000",0,"$2,985,000 ",,"$223,624,865 ",$0 ,"$18,373,998 ","$10,000 ",135 to 1,"$11,660,634 ","$86,294 ",$0 ,yes,yes,no,yes,no,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,dupont-de-nemours,
EATON CORP,Eaton,20200710,loan,$0 ,"$1,057,194 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,ETN,,Ireland,industrial equipment,industrial equipment,"101,000",0,"$81,367 ",,$0 ,$0 ,"$869,016 ",$0 ,346 to 1,"$19,962,364 ","$57,712 ",$0 ,no,no,no,no,no,yes,,,,eaton,eaton
EBAY INC,eBay,20200710,loan,$0 ,"$2,123,784 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,EBAY,California,USA,retailing,retail-internet,"13,300",0,$0 ,,$0 ,$0 ,"$160,011 ","$3,750,000 ",135 to 1,"$17,647,255 ","$130,636 ",$0 ,no,no,no,no,yes,yes,,,,ebay,ebay
EBAY INC,eBay,20200710,loan,$0 ,"$3,123,212 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,EBAY,California,USA,retailing,retail-internet,"13,300",0,$0 ,,$0 ,$0 ,"$160,011 ","$3,750,000 ",135 to 1,"$17,647,255 ","$130,636 ",$0 ,no,no,no,no,yes,yes,,,,ebay,ebay
ECOLAB INC,Ecolab,20200710,loan,$0 ,"$3,711,829 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,ECL,Minnesota,USA,chemicals,cleaning products,"50,200",0,"$84,005,990 ",,$0 ,$0 ,"$2,124,843 ","$4,000,000 ",365 to 1,"$19,803,193 ","$54,234 ",$0 ,yes,no,no,yes,yes,yes,,,,ecolab,ecolab
ELECTRONIC ARTS INC,Electronic Arts,20200710,loan,$0 ,"$1,032,028 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,EA,California,USA,entertainment,software-games,"9,800",0,$0 ,,$0 ,$0 ,$0 ,$0 ,218 to 1,"$21,365,751 ","$97,986 ",$0 ,no,no,no,no,no,yes,,,,electronic-arts,electronic-arts
ELI LILLY & CO,Eli Lilly,20200710,loan,$0 ,"$3,309,267 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,LLY,Indiana,USA,pharmaceuticals,pharmaceuticals,"33,625",0,$0 ,,$0 ,"$1,650,000 ","$58,644,450 ","$29,398,734 ",221 to 1,"$21,283,242 ","$96,290 ",$0 ,no,no,yes,yes,yes,yes,,,,eli-lilly,eli-lilly
