NAICSCode,naics_lvl_1,naics_lvl_2,naics_lvl_3,naics_lvl_4,naics_lvl_5
524126,Finance and Insurance,Insurance Carriers and Related Activities,Insurance Carriers,"Direct Insurance (except Life, Health, and Medical) Carriers",Direct Property and Casualty Insurance Carriers
524127,Finance and Insurance,Insurance Carriers and Related Activities,Insurance Carriers,"Direct Insurance (except Life, Health, and Medical) Carriers",Direct Title Insurance Carriers
524128,Finance and Insurance,Insurance Carriers and Related Activities,Insurance Carriers,"Direct Insurance (except Life, Health, and Medical) Carriers","Other Direct Insurance (except Life, Health, and Medical) Carriers"
524130,Finance and Insurance,Insurance Carriers and Related Activities,Insurance Carriers,Reinsurance Carriers,Reinsurance Carriers
524210,Finance and Insurance,Insurance Carriers and Related Activities,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,Insurance Agencies and Brokerages
524291,Finance and Insurance,Insurance Carriers and Related Activities,"Agencies, Brokerages, and Other Insurance Related Activities",Other Insurance Related Activities,Claims Adjusting
524292,Finance and Insurance,Insurance Carriers and Related Activities,"Agencies, Brokerages, and Other Insurance Related Activities",Other Insurance Related Activities,Third Party Administration of Insurance and Pension Funds
524298,Finance and Insurance,Insurance Carriers and Related Activities,"Agencies, Brokerages, and Other Insurance Related Activities",Other Insurance Related Activities,All Other Insurance Related Activities
525110,Finance and Insurance,"Funds, Trusts, and Other Financial Vehicles",Insurance and Employee Benefit Funds,Pension Funds,Pension Funds
525120,Finance and Insurance,"Funds, Trusts, and Other Financial Vehicles",Insurance and Employee Benefit Funds,Health and Welfare Funds,Health and Welfare Funds
525190,Finance and Insurance,"Funds, Trusts, and Other Financial Vehicles",Insurance and Employee Benefit Funds,Other Insurance Funds,Other Insurance Funds
525910,Finance and Insurance,"Funds, Trusts, and Other Financial Vehicles",Other Investment Pools and Funds,Open-End Investment Funds,Open-End Investment Funds
525920,Finance and Insurance,"Funds, Trusts, and Other Financial Vehicles",Other Investment Pools and Funds,"Trusts, Estates, and Agency Accounts","Trusts, Estates, and Agency Accounts"
525990,Finance and Insurance,"Funds, Trusts, and Other Financial Vehicles",Other Investment Pools and Funds,Other Financial Vehicles,Other Financial Vehicles
531110,Real Estate and Rental and Leasing,Real Estate,Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,Lessors of Residential Buildings and Dwellings
531120,Real Estate and Rental and Leasing,Real Estate,Lessors of Real Estate,Lessors of Nonresidential Buildings (except Miniwarehouses),Lessors of Nonresidential Buildings (except Miniwarehouses)
531130,Real Estate and Rental and Leasing,Real Estate,Lessors of Real Estate,Lessors of Miniwarehouses and Self-Storage Units,Lessors of Miniwarehouses and Self-Storage Units
531190,Real Estate and Rental and Leasing,Real Estate,Lessors of Real Estate,Lessors of Other Real Estate Property,Lessors of Other Real Estate Property
531210,Real Estate and Rental and Leasing,Real Estate,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers
531311,Real Estate and Rental and Leasing,Real Estate,Activities Related to Real Estate,Real Estate Property Managers,Residential Property Managers
531312,Real Estate and Rental and Leasing,Real Estate,Activities Related to Real Estate,Real Estate Property Managers,Nonresidential Property Managers
531320,Real Estate and Rental and Leasing,Real Estate,Activities Related to Real Estate,Offices of Real Estate Appraisers,Offices of Real Estate Appraisers
531390,Real Estate and Rental and Leasing,Real Estate,Activities Related to Real Estate,Other Activities Related to Real Estate,Other Activities Related to Real Estate
532111,Real Estate and Rental and Leasing,Rental and Leasing Services,Automotive Equipment Rental and Leasing,Passenger Car Rental and Leasing,Passenger Car Rental
532112,Real Estate and Rental and Leasing,Rental and Leasing Services,Automotive Equipment Rental and Leasing,Passenger Car Rental and Leasing,Passenger Car Leasing
532120,Real Estate and Rental and Leasing,Rental and Leasing Services,Automotive Equipment Rental and Leasing,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing","Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing"
532210,Real Estate and Rental and Leasing,Rental and Leasing Services,Consumer Goods Rental,Consumer Electronics and Appliances Rental,Consumer Electronics and Appliances Rental
532281,Real Estate and Rental and Leasing,Rental and Leasing Services,Consumer Goods Rental,Other Consumer Goods Rental,Formal Wear and Costume Rental
532282,Real Estate and Rental and Leasing,Rental and Leasing Services,Consumer Goods Rental,Other Consumer Goods Rental,Video Tape and Disc Rental
532283,Real Estate and Rental and Leasing,Rental and Leasing Services,Consumer Goods Rental,Other Consumer Goods Rental,Home Health Equipment Rental
532284,Real Estate and Rental and Leasing,Rental and Leasing Services,Consumer Goods Rental,Other Consumer Goods Rental,Recreational Goods Rental
532289,Real Estate and Rental and Leasing,Rental and Leasing Services,Consumer Goods Rental,Other Consumer Goods Rental,All Other Consumer Goods Rental
532310,Real Estate and Rental and Leasing,Rental and Leasing Services,General Rental Centers,General Rental Centers,General Rental Centers
532411,Real Estate and Rental and Leasing,Rental and Leasing Services,Commercial and Industrial Machinery and Equipment Rental and Leasing,"Construction, Transportation, Mining, and Forestry Machinery and Equipment Rental and Leasing","Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing"
532412,Real Estate and Rental and Leasing,Rental and Leasing Services,Commercial and Industrial Machinery and Equipment Rental and Leasing,"Construction, Transportation, Mining, and Forestry Machinery and Equipment Rental and Leasing","Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
532420,Real Estate and Rental and Leasing,Rental and Leasing Services,Commercial and Industrial Machinery and Equipment Rental and Leasing,Office Machinery and Equipment Rental and Leasing,Office Machinery and Equipment Rental and Leasing
532490,Real Estate and Rental and Leasing,Rental and Leasing Services,Commercial and Industrial Machinery and Equipment Rental and Leasing,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
533110,Real Estate and Rental and Leasing,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
541110,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Legal Services,Offices of Lawyers,Offices of Lawyers
541120,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Legal Services,Offices of Notaries,Offices of Notaries
541191,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Legal Services,Other Legal Services,Title Abstract and Settlement Offices
541199,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Legal Services,Other Legal Services,All Other Legal Services
541211,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Accounting, Tax Preparation, Bookkeeping, and Payroll Services","Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Offices of Certified Public Accountants
541213,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Accounting, Tax Preparation, Bookkeeping, and Payroll Services","Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Tax Preparation Services
541214,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Accounting, Tax Preparation, Bookkeeping, and Payroll Services","Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Payroll Services
541219,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Accounting, Tax Preparation, Bookkeeping, and Payroll Services","Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Other Accounting Services
541310,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Architectural, Engineering, and Related Services",Architectural Services,Architectural Services
541320,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Architectural, Engineering, and Related Services",Landscape Architectural Services,Landscape Architectural Services
541330,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Architectural, Engineering, and Related Services",Engineering Services,Engineering Services
541340,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Architectural, Engineering, and Related Services",Drafting Services,Drafting Services
541350,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Architectural, Engineering, and Related Services",Building Inspection Services,Building Inspection Services
541360,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Architectural, Engineering, and Related Services",Geophysical Surveying and Mapping Services,Geophysical Surveying and Mapping Services
541370,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Architectural, Engineering, and Related Services",Surveying and Mapping (except Geophysical) Services,Surveying and Mapping (except Geophysical) Services
541380,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Architectural, Engineering, and Related Services",Testing Laboratories,Testing Laboratories
541410,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Specialized Design Services,Interior Design Services,Interior Design Services
541420,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Specialized Design Services,Industrial Design Services,Industrial Design Services
541430,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Specialized Design Services,Graphic Design Services,Graphic Design Services
